,HBASE_ROW_KEY,City,Date,Timestamp,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
5645,Bengaluru_20180913,Bengaluru,20180913,1536777000,29.84,76.26,14.04,38.83,39.47,26.39,0.99,8.27,21.83,0.43,2.93,,88,Satisfactory
5646,Bengaluru_20180914,Bengaluru,20180914,1536863400,27.72,76.6,14.95,42.11,42.26,30.61,0.98,7.55,32.17,0.43,2.77,,94,Satisfactory
5647,Bengaluru_20180915,Bengaluru,20180915,1536949800,24.1,56.2,15.31,40.13,41.69,26.97,0.95,7.46,25.3,0.35,3.2,,77,Satisfactory
5648,Bengaluru_20180916,Bengaluru,20180916,1537036200,24.43,55.34,26.3,35.93,46.22,25.87,0.96,8.26,19.68,0.42,3.32,,73,Satisfactory
5649,Bengaluru_20180917,Bengaluru,20180917,1537122600,19.03,49.62,23.91,30.55,41.59,23.55,0.83,7.87,11.82,0.39,2.78,,74,Satisfactory
5650,Bengaluru_20180918,Bengaluru,20180918,1537209000,19.86,64.1,17.97,24.34,32.53,23.56,0.76,7.24,13.4,0.41,2.25,,65,Satisfactory
5651,Bengaluru_20180919,Bengaluru,20180919,1537295400,20.21,69.15,12.96,23.2,28.88,20.72,0.76,7.82,16.89,0.33,1.75,,65,Satisfactory
5652,Bengaluru_20180920,Bengaluru,20180920,1537381800,25.55,74.65,28.53,41.9,54.46,20.6,0.89,7.22,18.67,1.01,3.09,,79,Satisfactory
5653,Bengaluru_20180921,Bengaluru,20180921,1537468200,26.75,81.33,15.97,33.38,37.62,21.57,0.8,6.83,19.11,0.56,2.33,,87,Satisfactory
5654,Bengaluru_20180922,Bengaluru,20180922,1537554600,24.45,80.93,21.53,30.37,40.33,20.87,0.83,7.24,21.83,0.72,2.77,,77,Satisfactory
5655,Bengaluru_20180923,Bengaluru,20180923,1537641000,30.84,75.04,13.19,38.12,39.6,24.26,0.85,7.1,26.8,0.56,2.49,,87,Satisfactory
5656,Bengaluru_20180924,Bengaluru,20180924,1537727400,22.6,56.12,16.43,35,37.99,22.95,0.93,6.7,29.89,0.71,2.62,,85,Satisfactory
5657,Bengaluru_20180925,Bengaluru,20180925,1537813800,26.76,63.24,19.45,40.97,45.05,20.27,0.99,6.79,22.54,1.01,3.04,,78,Satisfactory
5658,Bengaluru_20180926,Bengaluru,20180926,1537900200,31.25,76.66,12.51,28.45,32.14,17.5,0.87,6.76,23.35,0.95,2.57,,85,Satisfactory
5659,Bengaluru_20180927,Bengaluru,20180927,1537986600,29.24,72.24,13.98,30.94,37.06,14.07,0.94,6.59,20.67,1.03,2.73,,80,Satisfactory
5660,Bengaluru_20180928,Bengaluru,20180928,1538073000,26.36,77.69,13.23,27.64,34.42,15.1,0.8,6.14,14.86,0.53,2.04,,78,Satisfactory
5661,Bengaluru_20180929,Bengaluru,20180929,1538159400,17.35,64.18,13.34,25.67,33.62,13.5,0.79,6.06,12.5,0.47,1.68,,75,Satisfactory
5662,Bengaluru_20180930,Bengaluru,20180930,1538245800,25.28,62.82,13.1,23.56,31.12,15.14,0.81,5.67,16.11,0.4,1.53,,70,Satisfactory
5663,Bengaluru_20181001,Bengaluru,20181001,1538332200,21.61,66.61,14.5,25.53,34.21,14.76,0.87,6.59,18.94,0.31,1.44,,82,Satisfactory
5664,Bengaluru_20181002,Bengaluru,20181002,1538418600,14.51,51.79,11.08,19.67,26.83,13.69,0.74,6.36,15.9,0.23,1.19,,67,Satisfactory
5665,Bengaluru_20181003,Bengaluru,20181003,1538505000,15.17,52.6,12.05,20.76,27.91,13.57,0.76,6.27,16.22,0.18,1.04,,65,Satisfactory
5666,Bengaluru_20181004,Bengaluru,20181004,1538591400,21.47,46.9,16.7,21.67,32.94,13.65,0.8,6.52,8.9,0.32,1.3,,65,Satisfactory
5667,Bengaluru_20181005,Bengaluru,20181005,1538677800,13.99,40.41,15.24,19.47,29.23,14.61,0.78,6.96,11.69,0.25,1.18,,62,Satisfactory
5668,Bengaluru_20181006,Bengaluru,20181006,1538764200,14,42,14.33,19.84,29.19,12.98,0.78,6.52,10.5,0.32,1.3,,56,Satisfactory
5669,Bengaluru_20181007,Bengaluru,20181007,1538850600,20.86,69.05,13.17,23.91,32.48,14.74,0.74,6.73,16.31,0.23,0.81,,62,Satisfactory
5670,Bengaluru_20181008,Bengaluru,20181008,1538937000,32.94,96.04,12.11,26.49,34.31,15.77,0.79,6.84,18.26,0.38,1,,73,Satisfactory
5671,Bengaluru_20181009,Bengaluru,20181009,1539023400,31.82,91.63,14.75,32.27,41.65,14.37,0.85,6.89,22.25,0.94,2,,80,Satisfactory
5672,Bengaluru_20181010,Bengaluru,20181010,1539109800,40.93,109.21,18.56,34.32,47.59,14.9,0.81,6.48,23.46,2.07,3.07,,93,Satisfactory
5673,Bengaluru_20181011,Bengaluru,20181011,1539196200,55.08,147.26,30.58,43.63,63.94,15.2,0.99,6.55,21.65,2.79,5.59,,110,Moderate
5674,Bengaluru_20181012,Bengaluru,20181012,1539282600,56.31,151.57,30.12,44.04,60.98,14.22,0.93,6.53,22.96,1.46,3.95,,115,Moderate
5675,Bengaluru_20181013,Bengaluru,20181013,1539369000,72.74,158.69,23.04,41.95,57.57,16.09,0.9,6.35,28.02,1.68,3.7,,167,Moderate
5676,Bengaluru_20181014,Bengaluru,20181014,1539455400,48.48,100.3,6.99,26.49,28.07,13.1,0.8,6.28,34.33,0.72,2.36,,116,Moderate
5677,Bengaluru_20181015,Bengaluru,20181015,1539541800,41.44,88.52,9.88,28.25,31.68,14.07,0.88,6.36,23.25,1.32,3.76,,88,Satisfactory
5678,Bengaluru_20181016,Bengaluru,20181016,1539628200,35.37,94.07,10.95,26.88,31.15,12.5,0.74,6.52,19.06,0.31,1.66,,90,Satisfactory
5679,Bengaluru_20181017,Bengaluru,20181017,1539714600,19.99,51.83,14.07,22.81,32.79,11.95,0.75,6.56,18.23,0.9,2.12,,75,Satisfactory
5680,Bengaluru_20181018,Bengaluru,20181018,1539801000,62.95,55.23,14,28.34,37.9,12.18,0.82,6.45,21.13,0.78,2.22,,116,Moderate
5681,Bengaluru_20181019,Bengaluru,20181019,1539887400,20.75,61.94,9.89,21.84,27.29,12,0.74,6.31,19.64,0.24,1.06,,81,Satisfactory
5682,Bengaluru_20181020,Bengaluru,20181020,1539973800,25.61,86.65,10.61,25.93,31.45,11.56,0.75,6.74,27.25,0.15,0.99,,71,Satisfactory
5683,Bengaluru_20181021,Bengaluru,20181021,1540060200,36.42,122.86,14.12,30.1,38.3,12.67,0.74,7.29,29.37,0.16,0.95,,88,Satisfactory
5684,Bengaluru_20181022,Bengaluru,20181022,1540146600,37.81,132.8,20.84,41.15,51.26,11.84,1.04,7.54,29.12,0.34,1.6,,102,Moderate
5685,Bengaluru_20181023,Bengaluru,20181023,1540233000,49.17,123.18,23.55,43.25,52.1,13.07,1.16,8.02,24.69,0.59,2.32,,119,Moderate
5686,Bengaluru_20181024,Bengaluru,20181024,1540319400,62.67,111.41,19.33,40.4,47.8,14.23,1.01,8.31,24.3,0.56,1.78,,132,Moderate
5687,Bengaluru_20181025,Bengaluru,20181025,1540405800,46.34,121.55,17.54,36.95,45.09,16.93,1.02,6.52,25.3,0.48,1.87,,110,Moderate
5688,Bengaluru_20181026,Bengaluru,20181026,1540492200,50.19,123.42,14.97,40.42,46.02,22.94,1.01,7.67,30.95,0.46,2.07,,101,Moderate
5689,Bengaluru_20181027,Bengaluru,20181027,1540578600,39.65,112.7,15.66,45.83,51.24,20.03,1.03,6.75,37.95,0.51,2.22,,107,Moderate
5690,Bengaluru_20181028,Bengaluru,20181028,1540665000,37.32,96.1,15.03,45.79,47.93,19.55,0.97,6.29,38.38,0.53,2.61,,108,Moderate
5691,Bengaluru_20181029,Bengaluru,20181029,1540751400,36.11,101.84,26.17,56.14,65.76,18.69,1.12,7.03,35.49,0.76,3.56,,103,Moderate
5692,Bengaluru_20181030,Bengaluru,20181030,1540837800,40.12,109.55,31.63,58.13,73.78,19.22,1.19,6.8,28.94,0.81,3.44,,125,Moderate
5693,Bengaluru_20181031,Bengaluru,20181031,1540924200,40.02,106.07,16.33,42.16,46.05,20.09,1.06,5.81,26.11,0.63,2.78,,107,Moderate
5694,Bengaluru_20181101,Bengaluru,20181101,1541010600,20.96,66.49,16.9,31.6,37.49,16.25,0.95,7.01,23.72,0.44,1.92,,92,Satisfactory
5695,Bengaluru_20181102,Bengaluru,20181102,1541097000,17.57,56.53,12.79,24.14,29.12,16.35,0.96,6.14,16.57,0.36,1.68,,84,Satisfactory
5696,Bengaluru_20181103,Bengaluru,20181103,1541183400,21.42,63.23,11.8,24.36,28.45,16.22,1.1,6.46,20.21,0.32,1.66,,82,Satisfactory
5697,Bengaluru_20181104,Bengaluru,20181104,1541269800,21.84,77.72,9.14,22.91,25.74,15.52,0.82,6.17,27.03,0.29,1.53,,74,Satisfactory
5698,Bengaluru_20181105,Bengaluru,20181105,1541356200,23.98,90.86,11.81,28.89,32.92,15.31,1.03,6.14,21.7,0.39,1.77,,81,Satisfactory
5699,Bengaluru_20181106,Bengaluru,20181106,1541442600,41.38,116.55,11.41,30.42,34.18,15.25,1.12,7.11,20.31,0.66,2.3,,110,Moderate
5700,Bengaluru_20181107,Bengaluru,20181107,1541529000,57.03,107.56,11.01,31.2,34.22,15.57,1.04,7.8,27.35,0.46,1.85,,97,Satisfactory
5701,Bengaluru_20181108,Bengaluru,20181108,1541615400,61.98,108.02,14.54,32.99,38.24,15.34,0.99,7.7,23.63,0.55,2.04,,144,Moderate
5702,Bengaluru_20181109,Bengaluru,20181109,1541701800,33.68,98.45,11.58,29.99,32.31,15.66,0.99,5.77,25.02,0.44,1.88,,94,Satisfactory
5703,Bengaluru_20181110,Bengaluru,20181110,1541788200,50.36,88.44,14.78,35.38,39.15,17.41,1.05,4.97,29.27,0.76,2.66,,96,Satisfactory
5704,Bengaluru_20181111,Bengaluru,20181111,1541874600,55.48,101.12,16.45,37.67,43.57,17.68,1.11,5.67,34.04,0.8,2.94,,105,Moderate
5705,Bengaluru_20181112,Bengaluru,20181112,1541961000,63.66,120.24,32.73,47.6,65.11,18.69,1.38,6.65,25.83,1.47,4.39,,113,Moderate
5706,Bengaluru_20181113,Bengaluru,20181113,1542047400,71.05,130.84,25.65,50.42,59.92,18.82,1.46,7.96,28.07,1.87,5.53,,143,Moderate
5707,Bengaluru_20181114,Bengaluru,20181114,1542133800,77.53,143.53,40.06,56.64,77.83,21.93,1.57,7.78,25.98,1.91,5.63,,143,Moderate
5708,Bengaluru_20181115,Bengaluru,20181115,1542220200,58.35,105.52,21.57,43.91,50.94,20.58,1.43,6.5,17.61,1.14,3.95,,141,Moderate
5709,Bengaluru_20181116,Bengaluru,20181116,1542306600,25.1,59.99,11.77,28.79,31.59,18.74,1.05,5.06,19.48,0.33,1.9,,88,Satisfactory
5710,Bengaluru_20181117,Bengaluru,20181117,1542393000,49.2,96.6,7.31,28.7,28.53,17.03,1.02,5.2,35.62,0.36,1.46,,84,Satisfactory
5711,Bengaluru_20181118,Bengaluru,20181118,1542479400,41.2,83.45,9.24,20.87,25.94,16.24,1.01,5.38,26.38,0.21,1.09,,91,Satisfactory
5712,Bengaluru_20181119,Bengaluru,20181119,1542565800,19.95,61.66,13,22.54,28.63,14.46,1.1,5.57,13.5,0.28,1.36,,77,Satisfactory
5713,Bengaluru_20181120,Bengaluru,20181120,1542652200,25.85,67.23,15.66,28.52,35,15.63,1.09,5.21,16.08,0.37,1.8,,77,Satisfactory
5714,Bengaluru_20181121,Bengaluru,20181121,1542738600,33.31,71.11,11.66,28.34,32.46,16.38,1.02,5.74,21.91,0.3,1.85,,81,Satisfactory
5715,Bengaluru_20181122,Bengaluru,20181122,1542825000,17.95,39.52,13.98,24.12,30.52,15.83,1.03,5.89,11.65,0.3,1.81,,73,Satisfactory
5716,Bengaluru_20181123,Bengaluru,20181123,1542911400,25.58,50.78,16.08,27.32,34.72,18.03,1.11,5.57,11.55,0.34,1.88,,79,Satisfactory
5717,Bengaluru_20181124,Bengaluru,20181124,1542997800,108.3,93.05,11.24,29.96,32.39,19.59,1.04,5.34,25.36,0.54,1.88,,144,Moderate
5718,Bengaluru_20181125,Bengaluru,20181125,1543084200,61.34,106.53,7.46,27.32,27.58,21.03,0.85,5.25,41.24,0.76,1.76,,142,Moderate
5719,Bengaluru_20181126,Bengaluru,20181126,1543170600,71.66,119.7,7.78,30.65,30.14,21.13,0.83,5.65,58.03,0.8,1.79,,124,Moderate
5720,Bengaluru_20181127,Bengaluru,20181127,1543257000,54.73,137.9,19.16,36.44,36.17,41.22,0.84,5.5,62.99,0.78,1.68,,127,Moderate
5721,Bengaluru_20181128,Bengaluru,20181128,1543343400,59.58,112.2,10.19,29.98,32.37,21.36,0.89,5.6,52.81,0.82,1.97,,127,Moderate
5722,Bengaluru_20181129,Bengaluru,20181129,1543429800,42.06,86.54,11.35,25.48,28.83,18.27,0.93,5.48,42.35,0.82,2.22,,119,Moderate
5723,Bengaluru_20181130,Bengaluru,20181130,1543516200,43.16,79.92,10.45,28.44,30.83,20.64,0.89,5.46,47.85,0.61,1.86,,94,Satisfactory
5724,Bengaluru_20181201,Bengaluru,20181201,1543602600,40.67,83.54,12.57,31.03,34.43,20.42,0.97,5.49,50.45,0.83,2.38,,86,Satisfactory
5725,Bengaluru_20181202,Bengaluru,20181202,1543689000,28.25,68.25,9.29,24.59,27.96,18.89,0.79,6.21,59.89,0.77,1.81,,92,Satisfactory
5726,Bengaluru_20181203,Bengaluru,20181203,1543775400,33.56,69.43,11.16,25.62,29.75,18.51,0.8,6.78,43.92,0.8,1.81,,73,Satisfactory
5727,Bengaluru_20181204,Bengaluru,20181204,1543861800,25.83,74.27,15.31,26.42,34.03,18.98,0.89,5.86,24.11,0.6,2.02,,75,Satisfactory
5728,Bengaluru_20181205,Bengaluru,20181205,1543948200,51.43,64.2,13.6,23.94,30.8,18.26,0.87,5.69,26.63,0.62,1.85,,106,Moderate
5729,Bengaluru_20181206,Bengaluru,20181206,1544034600,29.32,81.35,13.52,29.76,33.09,17.66,0.9,6.47,35.15,0.58,2.1,,87,Satisfactory
5730,Bengaluru_20181207,Bengaluru,20181207,1544121000,37.49,150.02,16.07,31.25,34.16,17.51,0.93,5.9,33.42,0.61,2.26,,90,Satisfactory
5731,Bengaluru_20181208,Bengaluru,20181208,1544207400,61,98.66,9.36,33.48,28.09,15.46,0.78,5.86,52.77,0.64,1.87,,119,Moderate
5732,Bengaluru_20181209,Bengaluru,20181209,1544293800,63.28,110.14,5.87,23.23,19.92,11.87,0.75,7.38,80.57,0.6,1.61,,128,Moderate
5733,Bengaluru_20181210,Bengaluru,20181210,1544380200,75.78,137.41,9.79,30.66,31.44,15.23,1.04,5.77,76.51,0.61,2.29,,157,Moderate
5734,Bengaluru_20181211,Bengaluru,20181211,1544466600,88.98,177.97,12.13,38.55,39.46,20.08,1.08,5.94,69.85,0.7,2.86,,180,Moderate
5735,Bengaluru_20181212,Bengaluru,20181212,1544553000,78.59,142.62,11.17,40.02,39.8,19.75,1.05,6.32,66.64,0.85,2.8,,179,Moderate
5736,Bengaluru_20181213,Bengaluru,20181213,1544639400,67.36,103.83,10.53,36.8,37.08,19.05,1.03,6.32,59.79,0.91,2.45,,148,Moderate
5737,Bengaluru_20181214,Bengaluru,20181214,1544725800,48.45,84.47,12.96,36.41,38.05,18.13,0.97,6.57,50.06,0.82,2.25,,103,Moderate
5738,Bengaluru_20181215,Bengaluru,20181215,1544812200,47.62,81.06,15.51,35.48,39.72,18.23,0.96,6.24,48.1,0.77,2.16,,85,Satisfactory
5739,Bengaluru_20181216,Bengaluru,20181216,1544898600,64.42,109.67,13.08,40.02,38.75,16.93,0.98,6.45,73.64,0.74,2.09,,112,Moderate
5740,Bengaluru_20181217,Bengaluru,20181217,1544985000,86.94,140.52,39.83,54.92,76.09,18.74,1.29,7.69,51.64,1.11,2.73,,146,Moderate
5741,Bengaluru_20181218,Bengaluru,20181218,1545071400,98.84,181.41,60.14,63.57,106.26,24.42,1.72,5.98,38.34,1.46,5.51,,225,Poor
5742,Bengaluru_20181219,Bengaluru,20181219,1545157800,61.84,132.37,15.76,47.79,47.55,21.56,1.11,6.12,57.86,0.86,2.9,,142,Moderate
5743,Bengaluru_20181220,Bengaluru,20181220,1545244200,45.7,105.66,11.87,35.34,35.33,19.31,0.83,6.04,64.96,0.78,2.43,,130,Moderate
5744,Bengaluru_20181221,Bengaluru,20181221,1545330600,51.63,106.8,22.16,38.9,48.19,18.56,0.99,5.88,56.78,0.87,2.56,,116,Moderate
5745,Bengaluru_20181222,Bengaluru,20181222,1545417000,42.57,93.24,12.09,35.19,35.22,17.98,0.91,6.01,41.65,0.75,2.47,,109,Moderate
5746,Bengaluru_20181223,Bengaluru,20181223,1545503400,37.34,86.46,9.1,23.96,25.68,16.35,0.82,4.98,46.25,0.67,2.01,,87,Satisfactory
5747,Bengaluru_20181224,Bengaluru,20181224,1545589800,43.13,85.68,10.4,27.87,29.5,15.77,0.85,5.33,41.44,0.75,1.9,,79,Satisfactory
5748,Bengaluru_20181225,Bengaluru,20181225,1545676200,57.89,102.48,10.72,33.44,33.96,16.55,0.93,5.24,54,0.82,2.16,,103,Moderate
5749,Bengaluru_20181226,Bengaluru,20181226,1545762600,59.38,100.47,10.07,33.7,33.88,16.61,1.01,5.27,55.22,0.71,1.95,,118,Moderate
5750,Bengaluru_20181227,Bengaluru,20181227,1545849000,57.28,107.8,12.41,31.17,34.5,16.37,0.9,5.67,55.3,0.38,1.66,,117,Moderate
5751,Bengaluru_20181228,Bengaluru,20181228,1545935400,68.37,111.01,9.44,31.77,32,17.22,0.91,6.12,57.62,0.37,1.31,,123,Moderate
5752,Bengaluru_20181229,Bengaluru,20181229,1546021800,65.81,106.31,11.15,31.32,32.97,17.7,0.89,6.07,47.62,0.28,1.11,,124,Moderate
5753,Bengaluru_20181230,Bengaluru,20181230,1546108200,64.29,100.07,8.74,28.97,27.6,16,0.85,5.34,64.73,0.24,0.9,,127,Moderate
5754,Bengaluru_20181231,Bengaluru,20181231,1546194600,63.77,107.44,15.48,37.46,40.95,16.72,1.02,7.25,55.18,0.39,1.44,,123,Moderate
5755,Bengaluru_20190101,Bengaluru,20190101,1546281000,61.55,107.76,14.75,38.19,41.3,17.97,0.98,8.29,56.91,0.33,1.24,,128,Moderate
5756,Bengaluru_20190102,Bengaluru,20190102,1546367400,47.27,92.47,12.94,39.73,41.65,20.45,1.06,10.22,51.25,0.32,1.25,,103,Moderate
5757,Bengaluru_20190103,Bengaluru,20190103,1546453800,48.86,96.42,16.74,46.55,51.87,29.72,1.01,8.15,46.4,0.4,1.66,,101,Moderate
5758,Bengaluru_20190104,Bengaluru,20190104,1546540200,51.35,105.52,17.37,45.87,50.21,24.95,1.09,5.76,41.42,0.53,1.66,,106,Moderate
5759,Bengaluru_20190105,Bengaluru,20190105,1546626600,46.57,99.1,15.87,41.74,44.4,18.17,1.03,6.13,50.61,0.39,1.22,,104,Moderate
5760,Bengaluru_20190106,Bengaluru,20190106,1546713000,56.8,105.51,9.68,35.73,36.84,22.58,0.89,6.36,64.29,0.31,1.17,,115,Moderate
5761,Bengaluru_20190107,Bengaluru,20190107,1546799400,58.29,116.5,15.59,44.9,48.97,26.01,1.05,7.13,55.51,0.32,1.25,,120,Moderate
5762,Bengaluru_20190108,Bengaluru,20190108,1546885800,60.04,106.76,19.73,49.33,56.53,26.12,1.06,7.64,47.42,0.39,1.56,,120,Moderate
5763,Bengaluru_20190109,Bengaluru,20190109,1546972200,62.6,113.27,17.76,52.68,55.76,25.66,1.05,7.01,54.54,0.41,1.43,,122,Moderate
5764,Bengaluru_20190110,Bengaluru,20190110,1547058600,63.63,108.49,12.78,53.48,53.27,30.88,0.94,5.88,56.23,0.28,0.71,,120,Moderate
5765,Bengaluru_20190111,Bengaluru,20190111,1547145000,59.52,111.13,14.65,49.16,51.67,29.43,1.01,5.79,57.02,0.29,1.08,,126,Moderate
5766,Bengaluru_20190112,Bengaluru,20190112,1547231400,70.5,121.91,14.05,49.28,50.62,28.56,1.04,5.73,61.7,0.37,1.36,,132,Moderate
5767,Bengaluru_20190113,Bengaluru,20190113,1547317800,54.44,99.59,10.6,42.99,43.65,27.09,0.93,5.47,65.16,0.36,1.1,,125,Moderate
5768,Bengaluru_20190114,Bengaluru,20190114,1547404200,58.36,110.39,14.18,47.07,48.49,26.18,1.02,4.93,50.93,0.39,1.33,,111,Moderate
5769,Bengaluru_20190115,Bengaluru,20190115,1547490600,47.13,86.88,16.17,46.93,48.92,21.74,0.85,5.28,55.78,0.28,1.25,,109,Moderate
5770,Bengaluru_20190116,Bengaluru,20190116,1547577000,62.4,99.49,10.64,48.15,44.5,24.59,0.98,5.05,69.72,0.39,1.42,,113,Moderate
5771,Bengaluru_20190117,Bengaluru,20190117,1547663400,67.83,120.55,15.74,42.88,48.8,23.07,1.09,5.74,53.81,0.49,2.1,,121,Moderate
5772,Bengaluru_20190118,Bengaluru,20190118,1547749800,75.06,118.41,7.81,34.15,32.16,14.87,1.02,5.35,54.41,0.37,1.57,,152,Moderate
5773,Bengaluru_20190119,Bengaluru,20190119,1547836200,59.01,102.34,7.41,36.98,33.38,17.08,0.94,5.07,46.91,0.32,1.43,,122,Moderate
5774,Bengaluru_20190120,Bengaluru,20190120,1547922600,42.33,82.67,5.69,32.59,27.7,14.47,0.79,5.2,63.97,0.24,1.14,,106,Moderate
5775,Bengaluru_20190121,Bengaluru,20190121,1548009000,52.05,99.24,6.26,37.39,31.71,15.56,0.92,5.32,67.06,0.31,1.28,,101,Moderate
5776,Bengaluru_20190122,Bengaluru,20190122,1548095400,72.45,136.15,18.68,42.87,46.61,17.27,1.06,5.06,72.89,1.27,3.27,,145,Moderate
5777,Bengaluru_20190123,Bengaluru,20190123,1548181800,60.91,121.85,11.95,42.79,40.52,16.95,1.04,5.42,67.41,0.32,1.72,,156,Moderate
5778,Bengaluru_20190124,Bengaluru,20190124,1548268200,50.66,109.76,7.08,33.87,28.82,15.78,0.87,4.97,61.46,0.26,1.35,,130,Moderate
5779,Bengaluru_20190125,Bengaluru,20190125,1548354600,35.76,87.96,7.16,31.94,28.37,14.75,0.84,4.79,56.81,0.24,1.35,,109,Moderate
5780,Bengaluru_20190126,Bengaluru,20190126,1548441000,51.09,101.59,7.25,30.06,29.19,15.32,0.87,5.27,52.2,0.23,1.19,,102,Moderate
5781,Bengaluru_20190127,Bengaluru,20190127,1548527400,40.56,87.62,5.89,26,24.5,14.06,0.8,5.16,55.36,0.2,1.03,,101,Moderate
5782,Bengaluru_20190128,Bengaluru,20190128,1548613800,38.48,73.19,7.95,26.16,24.72,12.92,0.73,4.12,53.78,0.26,1.13,,99,Satisfactory
5783,Bengaluru_20190129,Bengaluru,20190129,1548700200,29.81,62.01,9.41,29.22,28.59,12.84,0.88,4.91,47.64,0.22,0.99,,83,Satisfactory
5784,Bengaluru_20190130,Bengaluru,20190130,1548786600,62.71,92.31,12.46,35.51,34.7,13.12,1.01,4.8,59.22,1.14,3.64,,107,Moderate
5785,Bengaluru_20190131,Bengaluru,20190131,1548873000,48.44,94.63,8.55,33.94,30.45,13.75,0.88,5.45,67.58,2.3,8.12,,132,Moderate
5786,Bengaluru_20190201,Bengaluru,20190201,1548959400,49.67,99.62,9.15,37.21,33.41,14.68,0.87,5.35,63.66,1.09,3.19,,109,Moderate
5787,Bengaluru_20190202,Bengaluru,20190202,1549045800,45.32,96.87,9.15,34.78,30.75,14.41,0.82,5.01,61.35,0.45,1.6,,104,Moderate
5788,Bengaluru_20190203,Bengaluru,20190203,1549132200,39.5,87.56,6.69,28.58,24.55,13.75,0.8,4.58,64.91,0.4,1.28,,101,Moderate
5789,Bengaluru_20190204,Bengaluru,20190204,1549218600,32.91,70.95,9.19,27.77,25.35,13.82,0.82,4.6,49.04,0.4,1.24,,81,Satisfactory
5790,Bengaluru_20190205,Bengaluru,20190205,1549305000,37.93,82.59,6.98,29.41,24.42,13.77,0.86,4.54,65.7,0.41,1.23,,92,Satisfactory
5791,Bengaluru_20190206,Bengaluru,20190206,1549391400,60.08,115.27,10.06,38.44,33.98,14.13,0.88,5.81,78.02,0.45,1.37,,120,Moderate
5792,Bengaluru_20190207,Bengaluru,20190207,1549477800,51.88,117.29,6.9,36.87,31.49,15.02,0.94,5.3,73.99,0.49,1.65,,146,Moderate
5793,Bengaluru_20190208,Bengaluru,20190208,1549564200,54.76,108.3,5.51,30.73,25.96,15.13,0.85,5.21,65,0.52,1.83,,113,Moderate
5794,Bengaluru_20190209,Bengaluru,20190209,1549650600,68.68,123.42,11.64,40.49,37.69,16.47,1.25,6.19,55.17,0.58,2.2,,134,Moderate
5795,Bengaluru_20190210,Bengaluru,20190210,1549737000,50.31,93.13,9.95,32.83,29.4,17.01,0.96,4.52,41.91,0.56,2.03,,112,Moderate
5796,Bengaluru_20190211,Bengaluru,20190211,1549823400,41.65,78.53,10,28.6,26.17,15.25,0.81,4.04,37.69,0.43,1.37,,80,Satisfactory
5797,Bengaluru_20190212,Bengaluru,20190212,1549909800,49.32,88.06,8.75,32.05,27.32,14.48,0.82,3.99,49.43,0.44,1.33,,84,Satisfactory
5798,Bengaluru_20190213,Bengaluru,20190213,1549996200,47.31,92.86,9.72,34.53,30.98,15.25,0.9,4.75,52.51,0.46,1.1,,96,Satisfactory
5799,Bengaluru_20190214,Bengaluru,20190214,1550082600,37.94,84.87,11.4,31.95,32.32,16.68,0.71,4.88,57.75,0.46,1.11,,89,Satisfactory
5800,Bengaluru_20190215,Bengaluru,20190215,1550169000,35.35,92.27,9.65,32.12,32.59,17.04,0.87,4.08,59.52,0.63,1.75,,103,Moderate
5801,Bengaluru_20190216,Bengaluru,20190216,1550255400,45.37,98.49,21.59,35.5,44.47,16.77,1.05,4.69,56.07,1.12,2.89,,107,Moderate
5802,Bengaluru_20190217,Bengaluru,20190217,1550341800,47.43,108.7,23.61,33.19,44.8,17.77,0.99,4.15,62.98,1.23,2.91,,123,Moderate
5803,Bengaluru_20190218,Bengaluru,20190218,1550428200,42.92,104.51,29.45,39.84,54.29,17.16,1.23,4.52,48.6,1.03,2.96,,116,Moderate
5804,Bengaluru_20190219,Bengaluru,20190219,1550514600,44.28,98.5,8.09,33.16,30.1,18.13,0.95,4.52,50.9,0.53,1.93,,116,Moderate
5805,Bengaluru_20190220,Bengaluru,20190220,1550601000,31.49,79.97,9.18,28.91,27.55,15.62,0.85,4.39,40.97,0.43,1.33,,87,Satisfactory
5806,Bengaluru_20190221,Bengaluru,20190221,1550687400,36.4,92.9,14.06,35.7,36.91,12.47,0.96,5.06,41.82,0.48,1.57,,85,Satisfactory
5807,Bengaluru_20190222,Bengaluru,20190222,1550773800,38.35,101.4,17.28,40.77,44.74,14.54,0.96,5.45,42.98,0.54,1.96,,99,Satisfactory
5808,Bengaluru_20190223,Bengaluru,20190223,1550860200,51.36,113.03,23.78,50.05,56.96,15.39,1.03,5.53,43.98,1.92,5.95,,105,Moderate
5809,Bengaluru_20190224,Bengaluru,20190224,1550946600,47.59,97.06,19.87,47.01,50.3,16.23,0.94,5.19,53.2,2.49,7.3,,110,Moderate
5810,Bengaluru_20190225,Bengaluru,20190225,1551033000,39.23,96.15,23.3,46.39,53.87,16.7,1,6.12,55.66,2.28,7.46,,103,Moderate
5811,Bengaluru_20190226,Bengaluru,20190226,1551119400,51.92,101.91,17.94,42.06,44.18,18.89,0.99,6.29,64.35,2.88,8.24,,120,Moderate
5812,Bengaluru_20190227,Bengaluru,20190227,1551205800,45.49,94.03,10.11,33.49,32.28,18.55,0.93,4.45,58.28,2.05,6.43,,115,Moderate
